record_type|counterparty_name|country|isin
D|5784|BAIDU INC*|HK|0000000000200001555
D|5784|BAIDU INC*|SG|0000000000200046489
D|43375|BAKER HUGHES, A GE*|SG|0000000000200071743
D|24756|BAKRIE TELECOM PL*|SG|0000000000200069396
D|17062|BAKRIE TELECOM PT*|SG|0000000000200046605
D|18793|BANCNET INC*|SG|0000000000200054487
D|38798|BANDAR SERAI DEV SB*|MY|0000000000200032484
D|17718|BANGCHAK PETR PCL*|SG|0000000000200047729
D|77033|BANGCHAK SRIRACHA*|TH|0000000000500000576
D|44683|BANGKOK BK (CN)-SH|CN|0000000000200000300
D|6084|BANGKOK DUSIT MED SVCS PCL*|SG|0000000000200049226
D|10397|BANGKOK EXPRESSWAY PCL*|SG|0000000000200047732
D|3492|BANGKOK PRESS PARTS CL*|SG|0000000000200051811
D|15413|BANGKOK RUBBER PCL*|SG|0000000000200047730
D|58559|BANGKOK STEEL TRD*|TH|0000000006600144647
D|1810|BANGKOK-BGK|TH|0000000003101504261
D|1922|BANGKOK-KL|MY|0000000000200008317
D|1142|BANK OF CHINA|MY|0000000000200008285
D|1142|BANK OF CHINA|CN|0000000009100000114
D|73217|BANK OF COMM FIN L*|CN|0000000007900000840
D|49597|BANKHAI CONCRETE CL*|TH|0000000003102114905
D|52290|BANPU PCL*|TH|0000000003100064744
D|64007|BANPU POWER PCL*|TH|0000000003102922208
D|21381|BANQUE OUEST AFRICA*|SG|0000000000200064879
D|7560|BAO-TRANS ENTP*|SG|0000000000200058258
D|8747|BAOSTEEL FIN 2015*|HK|0000000000200001624
D|8747|BAOSTEEL FIN 2015*|SG|0000000000200060750
D|24005|BAOXIN AUTO FIN I*|SG|0000000000200068583
D|1129|BARCLAYS BANK|MY|0000000000200008256
D|1129|BARCLAYS BANK|CN|0000000007200000015
D|68391|BARCLAYS CAP SEC LT*|GB|0000000000200000177
D|19956|BARCLAYS CAP-NY|SG|0000000000200046031
D|11952|BARCLAYS GLB FUND ADVISORS*|SG|0000000000200044168
D|27489|BARCLAYS PLC-LDN|MY|0000000000200033319
D|80428|BARINGINDIA PE2*|SG|0000000000200064470
D|12764|BARRICK GOLD CORP*|SG|0000000000200044508
D|9400|BASF FINANCE EUROPE*|SG|0000000000200038866
D|12612|BASF SE*|SG|0000000000200035714
D|24945|BAT CAP CORP*|SG|0000000000200069656
D|24945|BAT CAP CORP*|MY|0000000000200038729
D|8464|BAT HLDGS (THE NL) BV*|SG|0000000000200058216
D|15926|BAT INTL FINANCE PLC*|HK|0000000000200002535
D|15926|BAT INTL FINANCE PLC*|SG|0000000000200048181
D|15926|BAT INTL FINANCE PLC*|MY|0000000000200039411
D|70598|BAT NETHERLANDS FIN*|SG|0000000000200087588
D|42662|BATU KAWAN BHD*|MY|0000000000200008791
D|46681|BAUSCH HEALTH CO IN*|SG|0000000000200079194
D|42952|BAXALTA INCORP*|SG|0000000000200076756
D|14113|BAXTER INTL INC*|SG|0000000000200055509
D|12187|BAYER AG*|TW|0000000000200000094
D|12187|BAYER AG*|SG|0000000000200034289
D|12187|BAYER AG*|CN|0000000000200000525
D|5233|BAYER CAP CORP BV*|SG|0000000000200048142
D|27715|BAYER US FIN II LLC*|TW|0000000000200000082
D|27715|BAYER US FIN II LLC*|SG|0000000000200072849
D|11582|BAYER US FIN LLC*|TW|0000000000200000089
D|11582|BAYER US FIN LLC*|SG|0000000000200059857
D|71832|BAYFRONT INFRA MGT*|SG|0000000000200088593
D|7691|BBMG CORP*|SG|0000000000200047616
D|1407|BBV-MAD|MY|0000000000200008248
D|19611|BBVA BANCOMER SA TEXAS-HOU|SG|0000000000200045360
D|23791|BCEG (HK) CL*|SG|0000000000200068270
D|2409|BCO SANTANDER-MAD|MY|0000000000200031409
D|24268|BEA UNION INVT MGT*|HK|0000000000500000775
D|2475|BEA-HK|CN|0000000002000000820
D|27598|BEACH ENERGY LTD*|SG|0000000000200072768
D|42754|BEAM SUNTORY INC*|SG|0000000000200077099
D|42789|BEAZLEY INS DES ACT*|SG|0000000000200077115
D|19235|BEC WORLD PCL*|SG|0000000000200054910
D|25376|BECTON DICKINSON&CO*|HK|0000000000200001728
D|25376|BECTON DICKINSON&CO*|SG|0000000000200054865
D|22009|BEIJING CAP POLARIS*|SG|0000000000200065766
D|11756|BEIJING ENTP HLDGS LTD*|HK|0000000000200001498
D|11756|BEIJING ENTP HLDGS LTD*|SG|0000000000200049116
D|41568|BEIJING GAS GRP CL*|HK|0000000000200002033
D|41568|BEIJING GAS GRP CL*|SG|0000000000200077190
D|24388|BEIJING GAS SG CAP*|HK|0000000000200001660
D|24388|BEIJING GAS SG CAP*|SG|0000000000200077191
D|19566|BEIJING ST OWNED AM*|SG|0000000000200061657
D|27602|BELLAMY'S AUS LTD*|SG|0000000000200072769
D|19266|BELLSOUTH CORP*|SG|0000000000200035161
D|86944|BEM*|TH|0000000003100017439
D|13207|BENALEC HLDGS BHD*|SG|0000000000200048602
D|36517|BENIHRESTU|MY|0000000000200032300
D|2940|BERAU CAP RES PL*|SG|0000000000200047672
D|43412|BERJAYA CORP BHD*|SG|0000000000200077510
D|13031|BERJAYA FOOD BHD*|SG|0000000000200050622
D|68451|BERKSHIRE HATHA FIN*|SG|0000000000200035401
D|41928|BERKSHIRE HATHA INC*|TW|0000000000200000093
D|41928|BERKSHIRE HATHA INC*|SG|0000000000200035318
D|56661|BERLI JUCKER P C L*|TH|0000000003100233738
D|11748|BERLI JUCKER PCL*|SG|0000000000200047558
D|23004|BERMAZ AUTO BHD*|SG|0000000000200061754
D|23004|BERMAZ AUTO BHD*|MY|0000000000200032664
D|58458|BERRY GLOBAL INC*|SG|0000000000200081538
D|18576|BERTELSMANN*|SG|0000000000200035953
D|80919|BESRAYA (M) SDN BHD*|MY|0000000000200009475
D|18360|BEST BUY CO INC*|TW|0000000000200000081
D|18360|BEST BUY CO INC*|SG|0000000000200057565
D|23028|BESTGAIN REAL EST L*|SG|0000000000200057049
D|83838|BETA INVESTMENT JPN*|JP|0000000000200000070
D|83838|BETA INVESTMENT JPN*|HK|0000000000200002710
D|67596|BETTER HOUSING*|TH|0000000003103472309
D|41950|BEYOND MEAT INC*|SG|0000000000200076681
D|3763|BF TEN PL*|SG|0000000000200047086
D|3935|BF THIRTEEN PL*|SG|0000000000200046674
D|50955|BG CONTAINER GLASS*|TH|0000000003102911569
D|17842|BG ENERGY CAP PLC*|SG|0000000000200052925
D|57827|BGK COMM AM PCL*|TH|0000000003100302587
D|66119|BGRIMM POWER PCL*|TH|0000000003103347465
D|43362|BGSM MGT SDN BHD*|MY|0000000000200033701
D|15638|BHARAT PETRO CORP*|HK|0000000000200001556
D|15638|BHARAT PETRO CORP*|SG|0000000000200056123
D|15638|BHARAT PETRO CORP*|IN|0000000000200000005
D|17288|BHARTI AIRTEL INTL*|HK|0000000000200001628
D|17288|BHARTI AIRTEL INTL*|SG|0000000000200054884
D|3165|BHARTI AIRTEL LTD*|HK|0000000000200001627
D|3165|BHARTI AIRTEL LTD*|SG|0000000000200042477
D|2951|BHP BILLITON FIN LTD*|SG|0000000000200034590
D|14940|BHP BILLITON FIN USA LTD*|SG|0000000000200044159
D|14940|BHP BILLITON FIN USA LTD*|MY|0000000000200039259
D|17539|BHP BILLITON NICKEL*|SG|0000000000200042236
D|7851|BHP BILLITON PLC*|SG|0000000000200044171
D|38619|BHP GROUP LTD*|SG|0000000000200035952
D|38619|BHP GROUP LTD*|MY|0000000000200039282
D|38928|BI HAI CL*|SG|0000000000200075144
D|10497|BICON PHARM HLDG LTD*|SG|0000000000200049523
D|17795|BIG C SUPERCENTER PCL*|SG|0000000000200047731
D|9355|BIG WILL INVTS LTD*|SG|0000000000200052493
D|86720|BIGBEAR.AI HLDGS*|SG|0000000000200097399
D|47782|BILIBILI INC*|SG|0000000000200079627
D|70924|BIM LAND JNT STK CO*|SG|0000000000200087821
D|55772|BIMAL-MERCER CSHFND*|AU|0000000000200000220
D|80046|BIMBO BAKERIES USA*|SG|0000000000200094258
D|87087|BINGHATTI SUKUK 2*|SG|0000000000200097621
D|19483|BINHAI INVT CL*|SG|0000000000200061492
D|9347|BIOCRYST PHARMACEUTICALS*|SG|0000000000200046490
D|20336|BIOGEN INC*|TW|0000000000200000134
D|20336|BIOGEN INC*|SG|0000000000200062912
D|45142|BIOMARIN PHARMA INC*|SG|0000000000200078468
D|59482|BIONTECH SE*|SG|0000000000200081844
D|15142|BIOSENSORS INTL GRP*|SG|0000000000200044172
D|18229|BIOSENSORS INVT (S) PL*|SG|0000000000200054516
D|23411|BIOVERATIV INC*|SG|0000000000200067863
D|45551|BIRCHCLIFF*|GB|0000000000200000282
D|87286|BITDEER TECH GROUP*|SG|0000000000200095044
D|28360|BJ ESEG BVI*|SG|0000000000200073879
D|7654|BJG ENT WATER CAP MGT LTD*|SG|0000000000200055360
D|20436|BJG ST-OWN AM(HK)CL*|HK|0000000000200001822
D|20436|BJG ST-OWN AM(HK)CL*|SG|0000000000200063111
D|20436|BJG ST-OWN AM(HK)CL*|MY|0000000000200052202
D|1612|BK AGRI & AGRI-BGK|TH|0000000003100065167
D|46492|BK CHENGDU-CD|CN|0000000007400004769
D|1506|BK INDONESIA-JKT|MY|0000000000200023779
D|2336|BK ISLAM-KL|MY|0000000000200008224
D|42501|BK MUAMALAT BHD-KL|MY|0000000000200008453
D|26630|BK NLANDSE GEM-DHG|TW|0000000000200000063
D|45149|BK OF COMMS-LDN|HK|0000000000200002118
D|1732|BK OF COMMS-SH|CN|0000000007900000018
D|2286|BK OF COMMS-SYD|HK|0000000000200002197
D|43079|BK OF HANGZHOU-HZ|CN|0000000000200055941
D|19496|BK OF INDIA-JER|SG|0000000000200040655
D|38995|BK OF NANJING-NJ|CN|0000000008200001081
D|20129|BK OF NINGBO-NB|CN|0000000000200000222
D|1674|BK OF SHANGHAI-SH|CN|0000000000200000219
D|2001|BK OF THAILAND-BGK|TH|0000000003100103429
D|21206|BK OF TOKYO-MIT-BJG|SG|0000000000200044808
D|2401|BK OF TOKYO-MIT-HK|MY|0000000000200023042
D|1644|BK OF TOKYO-MIT-KL|MY|0000000000200007971
D|2089|BK OF TOKYO-MIT-S|MY|0000000000200023044
D|1218|BK OF TOKYO-MIT-TKY|MY|0000000000200023037
D|45805|BK PEMBANGUNAN-KL|MY|0000000000200019585
D|1806|BK PERMATA-JKT|MY|0000000001600000061
D|64817|BK PERTANIAN MY-KL|MY|0000000000200006652
D|47768|BK SINOPAC-MAC|HK|0000000000200002158
D|65410|BK SINOPAC-NANJING|CN|0000000009000002240
D|2131|BK UOB INDO-JKT|MY|0000000001600049594
D|2131|BK UOB INDO-JKT|TH|0000000001600001961
D|2131|BK UOB INDO-JKT|CN|0000000001600000294
D|62360|BK ZHENGZHOU-ZHZ|HK|0000000000200002317
D|60341|BKK DUSIT MED PCL*|TH|0000000006600004289
D|27735|BKT SEMBAWANG EST*|SG|0000000000200033703
D|20434|BL CAP HLDGS LTD*|SG|0000000000200062388
D|21425|BLACK SEA T&D BK-THE|SG|0000000000200064963
D|42718|BLACKBERRY LTD*|SG|0000000000200077049
D|55849|BLACKROCK AM NORTH*|SG|0000000000200044169
D|24707|BLACKROCK CASH FUND*|AU|0000000000200000118
D|26843|BLACKROCK ENHS CSH*|AU|0000000000200000117
D|6305|BLACKROCK FUND ADVISORS*|SG|0000000000200046393
D|78248|BLACKROCK FUNDING I*|SG|0000000000200093165
D|17046|BLACKROCK INC*|SG|0000000000200048527
D|17046|BLACKROCK INC*|MY|0000000000200052098
D|24711|BLACKROCK MM FUND*|AU|0000000000200000116
D|39831|BLACKROCK-AMLININV*|GB|0000000000200000264
D|30688|BLACKROCK-CPL*|GB|0000000000200000264
D|39139|BLACKROCK-CT*|GB|0000000000200000264
D|41609|BLACKROCK-L-IL4*|GB|0000000000200000264
D|41608|BLACKROCK-L-ILF*|GB|0000000000200000264
D|30687|BLACKROCK-L-ILS*|GB|0000000000200000264
D|82583|BLACKSTONE HLDGS FI*|SG|0000000000200095299
D|70527|BLACKSTONE PTE CR F*|SG|0000000000200087498
D|64005|BLOCK INC*|SG|0000000001900350171
D|16214|BLOOMBERG|SG|00000000999999999
D|67215|BLOSSOM JOY LTD*|HK|0000000000200002181
D|9495|BLT FINANCE*|SG|0000000000200037803
D|23002|BLU ZENITH DAC*|SG|0000000000200067293
D|56321|BLUE BRIGHT LTD*|SG|0000000000200080688
D|14025|BLUE OCEAN RES PL*|SG|0000000000200048005
D|81107|BLUE OWL CREDIT INC*|SG|0000000000200094858
D|25092|BLUE SKY FLIERS CL*|SG|0000000000200069872
D|23830|BLUE SKYVIEW CL*|SG|0000000000200068331
D|27333|BLUESCOPE FIN AMERI*|SG|0000000000200072360
D|14681|BLUESCOPE STEEL LTD*|SG|0000000000200047910
D|19644|BLUESTAR FINL HLDGS*|TW|0000000000200000046
D|19644|BLUESTAR FINL HLDGS*|HK|0000000000200002279
D|19644|BLUESTAR FINL HLDGS*|SG|0000000000200061749
D|86823|BMTA*|TH|0000000003102148180
D|7190|BMW (UK) CAP PLC*|SG|0000000000200054093
D|17057|BMW AG*|SG|0000000000200049230
D|17057|BMW AG*|MY|000000000 200052133
D|7846|BMW FINANCE NV*|SG|0000000000200039020
D|72183|BMW INTL INVT BV*|MY|0000000000200052134
D|10061|BMW US CAP LLC*|SG|0000000000200046909
D|10061|BMW US CAP LLC*|MY|0000000000200057759
D|38939|BNG BK-DHG|TW|0000000000200000095
D|38939|BNG BK-DHG|SG|0000000000200045267
D|38939|BNG BK-DHG|MY|0000000000200056434
D|46221|BNI-NY|SG|0000000001600103421
D|2881|BNM-KL|MY|0000000000200024997
D|1707|BNP PARI FORTIS-BSL|CN|0000000000600000008
D|21887|BNP PARI SCR SVC-S|MY|0000000000200007868
D|21288|BNP PARIBAS ARB ISS*|SG|0000000000200064705
D|1379|BNP PARIBAS-PS|MY|0000000000200008251
D|2385|BNP PARIBAS-S|MY|0000000000200008322
D|30822|BNPAMY|MY|0000000000200021772
D|48633|BNY MELLON CAP MKT*|SG|0000000000200079864
D|24884|BNZ INTL FD LTD*|TW|0000000000200000060
D|2193|BNZ-WLG|MY|0000000000200008250
D|2076|BOA CORP-CHA|MY|0000000000200033332
D|2805|BOA-KL|MY|0000000000200021851
D|21017|BOA-NY|MY|0000000000200009964
D|2748|BOA-S|MY|0000000000200008239
D|27334|BOA-SH|CN|0000000000200000006
D|65876|BOARDWALK PIPELINES*|SG|0000000000200084528
D|76313|BOC (EUR)-LUX|HK|0000000000200002578
D|76313|BOC (EUR)-LUX|SG|0000000000200091685
D|59089|BOC AVIATION (USA)*|HK|0000000000200000841
D|59089|BOC AVIATION (USA)*|SG|0000000000200062132
D|21561|BOC AVIATION LTD*|TW|0000000000200000070
D|21561|BOC AVIATION LTD*|HK|0000000000200001841
D|21561|BOC AVIATION LTD*|SG|0000000001900057974
D|21561|BOC AVIATION LTD*|MY|0000000000200039412
D|79509|BOC CONSUMER FIN CL*|CN|0000000009100010998
D|14991|BOC HK HLDGS LTD*|SG|0000000000200047768
D|27103|BOC NZ LTD-AUC|SG|0000000000200072035
D|20202|BOC-FFT|SG|0000000000200044749
D|64766|BOC-HUNGARY|SG|0000000000200083928
D|2234|BOC-KL|MY|0000000000200009992
D|19628|BOC-LUX|TW|0000000000200000039
D|19628|BOC-LUX|SG|0000000000200061729
D|2820|BOC-MAC|CN|0000000009100011648
D|82216|BOC-PARIS|SG|0000000000200044747
D|2269|BOC-S|MY|0000000000200008311
D|23922|BOCHK ASSET MGT LTD*|HK|0000000000200001635
D|23917|BOCHKAM-A W A B F*|HK|0000000000200001635
D|23919|BOCHKAM-A W C H Y B*|HK|0000000000200001635
D|23918|BOCHKAM-A W G O F*|HK|0000000000200001635
D|23920|BOCHKAM-A W H&C E F*|HK|0000000000200001635
D|23911|BOCHKAM-B S S P F*|HK|0000000000200001635
D|23915|BOCHKAM-BOCG L A*|HK|0000000000200001635
D|23913|BOCHKAM-CYBERPORT*|HK|0000000000200001635
D|23916|BOCHKAM-H K S J A*|HK|0000000000200001635
D|23921|BOCHKAM-MRS002*|HK|0000000000200001635
D|23912|BOCHKAM-RMB H Y B F*|HK|0000000000200001635
D|23914|BOCHKAM-TAI FUNG*|HK|0000000000200001635
D|63403|BOCOM INTL BLOSSOM*|HK|0000000000200002327
D|26636|BOCOM LEASING MGT*|HK|0000000000200002012
D|26636|BOCOM LEASING MGT*|SG|0000000000200071230
D|18957|BOEING CAPITAL CORP*|SG|0000000000200035531
D|15148|BOEING CO*|TW|0000000002000000298
D|15148|BOEING CO*|SG|0000000002000480255
D|15148|BOEING CO*|MY|0000000000200036956
D|2045|BOM-MON|MY|0000000000200023036
D|4530|BOMBARDIER INC*|SG|0000000000200061154
D|39256|BONY MELLON CORP*|TW|0000000000200000027
D|1220|BONY-NY|MY|0000000000200008211
D|1220|BONY-NY|CN|0000000000200000007
D|26954|BOOKING HLDGS INC*|TW|0000000000200000091
D|26954|BOOKING HLDGS INC*|SG|0000000001600140113
D|20028|BOOM UP INVT LTD*|SG|0000000000200062391
D|50837|BOON CHAREON LTD*|TH|0000000003100036753
D|51548|BOONNADA ENGR CL*|TH|0000000003102333636
D|27453|BOS FUNDING LTD*|SG|0000000000200072541
D|49281|BOSCI (BVI) LTD*|SG|0000000000200080159
D|42468|BOSTON SCIENTIFIC C*|SG|0000000000200076926
D|8618|BOUSTEAD HEAVY INDS CORP*|SG|0000000000200047530
D|11599|BOUYGUES*|SG|0000000000200037263
D|10769|BOYD GAMING CORP*|SG|0000000000200047273
D|38612|BP CAP MKTS AMERICA*|HK|0000000000200002533
D|38612|BP CAP MKTS AMERICA*|SG|0000000000200074991
D|38612|BP CAP MKTS AMERICA*|MY|0000000000200039175
D|16864|BP CAP MKTS PLC*|HK|0000000000200001925
D|16864|BP CAP MKTS PLC*|SG|0000000000200043683
D|16864|BP CAP MKTS PLC*|MY|0000000000200052122
D|9288|BP PLC*|HK|0000000000200002036
D|9288|BP PLC*|SG|0000000000200042043
D|9288|BP PLC*|MY|0000000000200039190
D|74364|BPRL INTL SG PL*|SG|0000000000200065697
D|22040|BRAMBLES USA INC*|SG|0000000000200065833
D|19429|BRASKEM AMERICA FIN*|SG|0000000000200061371
D|3526|BRASKEM FIN LTD*|SG|0000000000200059520
D|27102|BRASKEM NL FIN BV*|SG|0000000000200072029
D|21162|BREADTALK GRP LTD*|SG|0000000000200028471
D|5269|BRIDGESTONE CORP*|SG|0000000000200055157
D|13098|BRIGHT FD HK LTD*|TW|0000000000200000044
D|13098|BRIGHT FD HK LTD*|SG|0000000000200055490
D|22650|BRIGHT GALAXY INTL*|HK|0000000000200001630
D|22650|BRIGHT GALAXY INTL*|SG|0000000000200066861
D|45336|BRIGHT SCHOLAR EDU*|SG|0000000000200078634
D|13714|BRILLIANCE CN AUTO HLDGS LTD*|SG|0000000000200059284
D|83717|BRINKER INTL INC*|SG|0000000000200095916
D|47590|BRISBANE AIRPORT CO*|SG|0000000000200079517
D|47590|BRISBANE AIRPORT CO*|MY|0000000000200039413
D|6374|BRISTOL MYERS SQUIB*|SG|0000000000200026244
D|14522|BRIT AMERN TOB PLC*|SG|0000000000200048180
D|19238|BRITISH AMERICAN TOBACCO MALAYSIA*|SG|0000000000200044173
D|5523|BRITISH TELECOM PLC*|TW|0000000000200000125
D|5523|BRITISH TELECOM PLC*|SG|0000000000200035532
D|5523|BRITISH TELECOM PLC*|MY|0000000000200053208
D|41825|BROADCOM C/BR KY F*|TW|0000000000200000090
D|74668|BROADCOM CORPORATIO*|HK|0000000000200002561
D|74668|BROADCOM CORPORATIO*|SG|0000000000200059429
D|58906|BROADCOM INC*|HK|0000000000200002560
D|58906|BROADCOM INC*|SG|0000000000200077457
D|6665|BROADMARK ASSET MGT LLC*|SG|0000000000200049692
D|6888|BROCADE COMN SYS INC*|SG|0000000000200047750
D|12937|BROOKDALE SENIOR LIVING INC*|SG|0000000000200056567
D|82451|BROOKFIELD FIN INC*|SG|0000000000200095218
D|27006|BROWN-FORMAN CORP*|SG|0000000000200071724
D|3948|BSH BOSCH UND SIEMENS H GMBH*|SG|0000000000200057117
D|13900|BSKYB FINANCE UK PLC*|SG|0000000000200050577
D|69165|BSL LEASING CL*|TH|0000000003102031186
D|84077|BSN-KL|MY|0000000000200032212
D|19210|BT GRP PLC*|SG|0000000000200036147
D|1221|BTCO-NY|MY|0000000000400000053
D|10102|BTS GRP HLDGS PCL*|SG|0000000000200047832
D|84018|BUDWEISER BREWING C*|SG|0000000000200096082
D|25640|BUILD AUST FUND*|AU|0000000001300000200
D|6776|BUMI ARMADA BHD*|SG|0000000000200055107
D|10304|BUMI CAP PL*|SG|0000000000200048578
D|12012|BUMI INV PL*|SG|0000000000200047684
D|25560|BUMITAMA AGRI LTD*|SG|0000000000200054123
D|25560|BUMITAMA AGRI LTD*|MY|0000000000200024824
D|67275|BUNGE LTD*|SG|0000000000200019886
D|59809|BURGAN BANK-KW|SG|0000000000200058217
D|9810|BURLINGTON NOTHERN SANTA FE*|SG|0000000000200054486
D|6131|BURSA MALAYSIA BHD*|SG|0000000000200044175
D|86826|BXP INC*|SG|0000000000200097476
D|17593|BYD CL*|SG|0000000000200044143
D|9933|BYD ELEC INTL CP*|SG|0000000000200047741
D|20478|CA HOUSING TR NO 1*|SG|0000000000300438777
D|17558|CA PREFERED FUND TRUST*|SG|0000000000300370157
D|17764|CA PREFERRED FD TR III*|SG|0000000000300403442
D|10547|CAAS*|SG|0000000000300099955
D|2244|CABEI-TEG|TW|0000000000300000384
D|2244|CABEI-TEG|HK|0000000000300034520
D|2244|CABEI-TEG|U1|0000000000300000156
D|11115|CACHE LOGISTICS TRUST*|SG|0000000000300386153
D|10970|CACHE-MTN PL*|SG|0000000000300389797
D|77024|CADENCE DESIGN SYS*|SG|0000000000300381856
D|24845|CADENT FIN PLC*|SG|0000000001400223748
D|20115|CAGAMAS BHD*|SG|0000000000300371387
D|20115|CAGAMAS BHD*|MY|0000000000300113012
D|20116|CAGAMAS GLB PLC*|HK|0000000000300032743
D|20116|CAGAMAS GLB PLC*|SG|0000000000300436324
D|46580|CAHYA MATA SARAWAK*|MY|0000000000300245626
D|19167|CAIFU HLDGS LTD*|SG|0000000000300406454
D|80610|CAISSE D AMORT*|SG|0000000000300554521
D|27522|CAISSE DE DEPOT ET*|SG|0000000000300444388
D|2874|CAIXA ECONOMICA FED*|SG|0000000000300405864
D|85117|CAIXABANK-BAR|SG|0000000000300403189
D|21982|CAIYUN INTL INVT*|HK|0000000000300031648
D|21982|CAIYUN INTL INVT*|SG|0000000000300448409
D|21379|CALC BOND 1 LTD*|SG|0000000000300445042
D|13305|CAMPBELL SOUP CO*|SG|0000000000300326895
D|82042|CANADIAN NATL RAILW*|SG|0000000000300556192
D|28156|CANADIAN NATL RES*|HK|0000000000300035842
D|28156|CANADIAN NATL RES*|SG|0000000000300477029
D|5718|CANADIAN SOLAR INC*|SG|0000000000300367439
D|80583|CANAL SIDE TMK*|JP|0000000000300000146
D|46769|CANARA BK-LDN|SG|0000000000300350169
D|3760|CANARY WHARF FIN II*|GB|0000000000300000011
D|16264|CANON INC*|SG|0000000000300358115
D|25076|CANTOR FITZ EUR-LDN|SG|0000000000300463490
D|28098|CAP ONE FIN CORP*|TW|0000000000300000243
D|28098|CAP ONE FIN CORP*|HK|0000000000300036194
D|28098|CAP ONE FIN CORP*|SG|0000000000300486412
D|44014|CAP ONE NA-VA|TW|0000000000300000385
D|26748|CAP UNI INVT LTD*|HK|0000000000300032434
D|70054|CAPEX SA*|SG|0000000000300526725
D|21556|CAPGEMINI SA*|SG|0000000000300446033
D|11832|CAPITACOMMERCIAL TR*|SG|0000000000300348125
D|39420|CAPITAL ENVT HLDGS*|SG|0000000000300483512
D|15233|CAPITAL SQUARE PL*|SG|0000000000300417649
D|1136|CAPITALAND|SG|0000000001600026064
D|62278|CAPITALAND INVT LTD*|SG|0000000000300437486
D|71446|CAPITALAND TRSY LTD*|SG|0000000000300323385
D|71446|CAPITALAND TRSY LTD*|MY|0000000000300297282
D|14554|CAPITAMALL TR*|HK|0000000000300033710
D|14554|CAPITAMALL TR*|SG|0000000000300357512
D|77229|CAPITAMALLS AS TRSY*|SG|0000000000300374290
D|77229|CAPITAMALLS AS TRSY*|CN|0000000000300001635
D|5422|CAPITARETAIL CHINA TR*|SG|0000000000300409540
D|57723|CAPRI HLDGS LTD*|SG|0000000001300184973
D|13785|CAR INC*|SG|0000000000300429082
D|60345|CARABAO GROUP PCL*|TH|0000000006900029535
D|17140|CARDINAL HEALTH INC*|SG|0000000000300406256
D|75978|CARGILL INC*|SG|0000000000300281619
D|18097|CARLSBERG BREWERIES AS*|SG|0000000000300386820
D|18828|CARLSBERG BREWERY MY BHD*|SG|0000000000300378565
D|76922|CARLYLE FINANCE LLC*|SG|0000000000300546279
D|24737|CARNIVAL CORP & PLC*|SG|0000000000300461750
D|60010|CARNIVAL CORP*|SG|0000000000300507545
D|11465|CAROLINA POWER AND LIGHT CO*|SG|0000000000300406257
D|11851|CARREFOUR SA*|SG|0000000000300395307
D|46573|CARRIER GLOBAL CORP*|SG|0000000000300497503
D|24764|CASTLE PEAK PWR FIN*|HK|0000000000300035288
D|24764|CASTLE PEAK PWR FIN*|SG|0000000000300461938
D|16764|CATERPILLAR FIN AUST LTD*|SG|0000000000300422149
D|25679|CATERPILLAR FIN SVC*|HK|0000000000300032339
D|25679|CATERPILLAR FIN SVC*|SG|0000000000300368102
D|12681|CATERPILLAR*|SG|0000000000300326897
D|9328|CATHAY FINL HLDG CL*|TW|0000000008600000010
D|9328|CATHAY FINL HLDG CL*|SG|0000000000300357603
D|10951|CATHAY NO 1 REAL EST INV TRUST*|SG|0000000000300379085
D|1417|CATHAY PAC AIR LTD*|HK|0000000000300028971
D|1417|CATHAY PAC AIR LTD*|SG|0000000000300406366
D|45079|CATHAY PAC MTN FIN*|SG|0000000000300393466
D|43460|CATHAY REAL EST DEV*|TW|0000000000300000379
D|79330|CATHAYLIFE SPL*|HK|0000000000300036249
D|79330|CATHAYLIFE SPL*|SG|0000000000300551856
D|2084|CBA-SYD|MY|0000000000300112095
D|23383|CBL & ASSOC LP*|SG|0000000000300455877
D|86623|CBQ FINANCE LIMITED*|HK|0000000000300036488
D|9594|CBS CORP*|SG|0000000000300422729
D|25930|CCB INTL SEC LTD*|HK|0000000000300032269
D|23906|CCB LIFE INS CL*|SG|0000000000300458185
D|19927|CCBL (CAYMAN) CORP*|SG|0000000000300434426
D|27708|CCBL (CAYMAN)1 CORP*|TW|0000000000300000250
D|27708|CCBL (CAYMAN)1 CORP*|HK|0000000000300032856
D|27708|CCBL (CAYMAN)1 CORP*|SG|0000000000300486099
D|19436|CCCI TREASURE LTD*|HK|0000000000300034162
D|19436|CCCI TREASURE LTD*|SG|0000000000300431232
D|26939|CCT MTN PTE LTD*|SG|0000000000300410755
D|24867|CCTI 2017 LTD*|SG|0000000000300462495
D|49460|CDB FINL LEASING CL*|HK|0000000000300034540
D|49460|CDB FINL LEASING CL*|SG|0000000000300407689
D|49460|CDB FINL LEASING CL*|CN|0000000007700003153
D|12664|CDBL FUNDING 1*|HK|0000000000300032677
D|12664|CDBL FUNDING 1*|SG|0000000000300427828
D|24832|CDBL FUNDING 2*|TW|0000000000300000202
D|24832|CDBL FUNDING 2*|HK|0000000000300032675
D|24832|CDBL FUNDING 2*|SG|0000000000300462212
D|80585|CDH CH FD III*|SG|0000000000300443594
D|39480|CDL PROPERTIES*|SG|0000000000300179421
D|69233|CEBI SPLENDID LTD*|SG|0000000000300524224
D|11912|CEL DEVP PL*|SG|0000000000300102619
